fecha,tipo_servicio,nombre_servicio,puntuacion,comentario,idioma
2023-03-16,Servicio,Desarrollo Oller & Asociados S.L.N.E Parque,4,Experiencia agradable. personal atento. Recomendable.,
2019-02-15,Ruta,Aruba Central - ProLiant Village,4,Ruta recomendable. transporte cómodo. Disfrutamos mucho.,
2024-04-01,Ruta,Apollo Heights - ProLiant Village,5,Experiencia inolvidable. guía muy informativo. Lo mejor: transporte cómodo.,
2024-10-10,Ruta,HPE Innovation Hub - Simplivity Springs,3,"Experiencia promedio. bien organizada, aunque mal organizada.",
2022-03-23,Hotel,dHCI Platinum Beach Resort,2,Por debajo de las expectativas. desayuno de baja calidad. Necesita mejorar.,
2024-10-31,Hotel,ProLiant Haven,5,Excelente hotel. desayuno delicioso. habitaciones cómodas. ¡Volveré seguro!,
2024-07-08,Hotel,Apollo Executive Beach Resort,4,Buena estancia en general. habitaciones cómodas. Solo faltaban algunas comodidades menores.,
2021-10-02,Hotel,Apollo Towers,5,Experiencia increíble. habitaciones cómodas. Lo mejor: desayuno delicioso.,
2020-07-05,Ruta,HPE Innovation Hub - Ezmeral Valley,3,El recorrido turístico 'HPE Innovation Hub - Ezmeral Valley' es una experiencia interesante pero no del todo redonda. En cuanto al valor siento que el precio es un poco elevado para lo que ofrece. La duración del recorrido es de aproximadamente dos horas lo cual es adecuado pero en algunos momentos se siente un poco apresurado. Durante mi visita el guía llamado Carlos fue amable y conocedor aunque a veces parecía más enfocado en cumplir con el itinerario que en responder preguntas detalladas. Un compañero de viaje Luis mencionó que le hubiera gustado más tiempo para explorar las exhibiciones interact,
2023-09-12,Servicio,Grupo Bauzà S.L.N.E Tour Guiado,3,El servei de 'Grupo Bauzà S.L.N.E Tour Guiado' té aspectes positius però també alguns punts a millorar. Pel que fa a la qualitat la visita estava ben estructurada i es notava que hi havia un esforç per oferir informació interessant. No obstant en algunes parts del recorregut la guia semblava una mica apressada i no sempre es podia escoltar bé especialment en zones amb més soroll. En quant a professionalitat el guia era simpàtic i coneixedor però em va sorprendre que no portés cap identificació visible cosa que podria,
2024-02-03,Hotel,Simplivity Golden Plaza Hotel,3,"Aceptable, pero con margen de mejora. desayuno de baja calidad.",
2020-05-04,Ruta,Nimble Peak - HPE Innovation Hub,4,Ruta recomendable. puntos de interés fascinantes. Disfrutamos mucho.,
2019-09-27,Ruta,Ezmeral Valley - Alletra City,3,"Ruta aceptable. puntos de interés fascinantes, pero puntos de interés cerrados.",
2019-07-31,Servicio,Lerma y Gimenez S.L. Tienda,1,Servicio pésimo. mala relación calidad-precio. No lo recomiendo.,
2021-01-03,Hotel,dHCI Executive Boutique Hotel,4,¡Mi experiencia en el dHCI Executive Boutique Hotel fue muy agradable! Le doy 4 de 5 estrellas porque en general cumplió con mis expectativas aunque hay algunos detalles que podrían mejorar. Las habitaciones son espaciosas y cómodas lo cual es un gran plus si viajas con maletas grandes o simplemente quieres sentirte más relajado. Me encantó la decoración moderna y los detalles elegantes que le dan un toque sofisticado al ambiente. Sin embargo noté que el aislamiento acústico no era el mejor ya que se escuchaban algunos ruidos del pasillo. El desayuno fue otro punto destacado. La variedad de opciones es amplia desde frutas frescas y yogures hasta platos calientes como huevos revueltos y salchichas. Todo estaba bien presentado y sabía muy bien. A,
2023-09-20,Ruta,Nimble Peak - GreenLake Shores,2,Por debajo de las expectativas. demasiado larga. Hay mejores opciones.,
2021-10-11,Ruta,GreenLake Shores - Alletra City,2,Por debajo de las expectativas. mal organizada. Hay mejores opciones.,
2020-05-23,Hotel,Aruba Lodge,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2022-07-28,Servicio,Inmobiliaria Luján S.Coop. Parque,4,'Mi experiencia con Inmobiliaria Luján S.Coop. Parque fue bastante positiva aunque con algunos detalles que podrían mejorar. En general el servicio que recibí fue eficiente y profesional. Tuve un problema con la documentación de un alquiler y el equipo de la inmobiliaria lo resolvió de manera rápida y sin complicaciones lo cual agradezco mucho. En cuanto al valor considero que los precios son justos y acordes al mercado aunque quizás podrían ofrecer más flexibilidad en algunas condiciones de los contratos. Un detalle que me gustó fue la atención personalizada que recibí por parte de María la agente que me atendió; siempre estuvo dispuesta a aclarar mis dudas y fue muy amable en todo momento. En resumen recomendaría esta inmobiliaria pero creo que podrían mejorar en la comunicación inicial,
2023-10-02,Ruta,Ezmeral Valley - Composable Cloud,3,"Experiencia promedio. guía muy informativo, aunque mal organizada.",
2022-12-07,Ruta,Apollo Heights - Composable Cloud,4,¡Ah la ruta turística 'Apollo Heights - Composable Cloud'... qué experiencia *inolvidable*! Si lo que buscas es sentirte como una sardina enlatada mientras caminas entre multitudes de personas que parecen competir por el título de 'fotógrafo más obstinado del mundo' este es tu lugar. El paisaje bueno... si logras ver algo más allá de las cabezas de los demás es 'espectacular'. Aunque sinceramente no sé si era el paisaje o el sudor de la persona que tenía pegada a mí lo que brillaba tanto bajo el sol. El guía un tal 'Juan' (o algo así porque con tanto ruido no se le entendía ni el nombre) intentó mantener el ánimo alto con chistes que solo él encontraba graciosos. Aunque para ser justos su explicación sobre cómo,
2024-06-16,Ruta,HPE Innovation Hub - Aruba Central,4,¡Qué experiencia increíble en el 'HPE Innovation Hub - Aruba Central'! Le doy 4/5 estrellas porque aunque fue fascinante hubo algunos detalles que podrían mejorar. La accesibilidad es excelente ya que el lugar está bien señalizado y cuenta con rampas y ascensores para personas con movilidad reducida. En cuanto a la seguridad me sentí muy tranquilo en todo momento ya que hay personal de seguridad visible y medidas claras para garantizar el bienestar de los visitantes. Durante el recorrido nuestro guía Carlos fue muy amable y conocedor. Explicó cada detalle de manera clara y respondió todas nuestras preguntas con paciencia. Además conocí a una viajera llamada Laura con quien compartí impresiones sobre lo innovador de la tecnología presentada. ¡Fue genial intercambiar ideas con alguien,
2022-12-08,Ruta,Alletra City - Aruba Central,4,Ruta recomendable. vistas impresionantes. Disfrutamos mucho.,
2024-09-29,Hotel,Aruba Lodge,3,¡La Aruba Lodge no cumplió con mis expectativas! La decoración es anticuada y descuidada con muebles viejos y cortinas descoloridas. ¡No se nota ningún esfuerzo por mantener un ambiente acogedor! En cuanto a las comodidades ¡qué decepción! La piscina estaba sucia y el gimnasio tenía máquinas rotas. Además el aire acondicionado de mi habitación no funcionaba bien ¡y pasé una noche incómoda y sudorosa! Lo único rescatable fue la ubicación cerca de la playa. Si buscan algo básico y no les importa sacrificar com,
2019-03-20,Hotel,Apollo Executive Beach Resort,5,Experiencia increíble. personal amable. Lo mejor: instalaciones modernas.,
2020-07-04,Servicio,Comercializadora del Norte S.L.L. Museo,3,"Servicio aceptable. personal atento, pero instalaciones descuidadas.",
2022-07-21,Hotel,Cray Villas,5,Experiencia increíble. desayuno delicioso. Lo mejor: desayuno delicioso.,
2024-10-19,Hotel,Alletra Diamond Grand Hotel,5,Alright let me just say this: the Alletra Diamond Grand Hotel is *absolutely* worth every single penny but I’m still a little annoyed I didn’t book a longer stay! Seriously why didn’t I plan better?! From the moment I walked in I was blown away by the amenities—like who even has a spa a rooftop pool *and* a fully equipped gym in one place?! It’s almost unfair to other hotels! The room size? HUGE. I could’ve thrown a dance party in there and still had space for a king-sized bed and a sofa! The decor? Stunning. Modern elegant and somehow still cozy—like how do they even do that?! And let’s talk about value for a second. For what I paid I expected *maybe* a decent room and breakfast but no—this place went above and beyond. The complimentary breakfast buffet had everything from fresh pastries to made-to-order omelets and the staff? So attentive it almost felt like I was royalty or something! One specific detail: I accidentally left my charger in the room after checkout and they not only found it but shipped it back to me within days. Like who does that?! If you’re even *thinking* about staying here just do it. Book it now. Don’t overthink it like I did. Trust me you’ll regret not staying,
2022-03-04,Servicio,Inmobiliaria Luján S.Coop. Parque,3,"Experiencia promedio. servicio rápido, aunque falta de opciones.",
2019-07-17,Hotel,ProLiant Haven,5,Excelente hotel. instalaciones modernas. excelente ubicación. ¡Volveré seguro!,
2020-12-30,Hotel,GreenLake Platinum Heritage Inn,5,Experiencia increíble. habitaciones cómodas. Lo mejor: instalaciones modernas.,
2024-03-29,Servicio,Eric Landa Chaparro S.A.U Restaurante,4,Buen servicio en general. excelente relación calidad-precio. Solo un detalle del menú no estaba disponible.,
2021-04-19,Ruta,Composable Cloud - Nimble Peak,3,La ruta turística 'Composable Cloud - Nimble Peak' es una experiencia mixta. En cuanto a seguridad me sentí bastante cómodo aunque algunos tramos del sendero estaban un poco resbaladizos debido a la lluvia reciente. Las atracciones son interesantes especialmente las vistas panorámicas desde Nimble Peak que realmente valen la pena. Sin embargo el recorrido carece de suficiente señalización lo que hizo que en un momento me perdiera y tuviera que preguntarle a un compañero viajero Juan quien amablemente me ayudó a encontrar el camino correcto. Aunque disfruté de la caminata creo,
2020-07-26,Ruta,HPE Innovation Hub - Aruba Central,3,"Experiencia promedio. vistas impresionantes, aunque transporte incómodo.",
2022-08-07,Ruta,HPE Innovation Hub - Apollo Heights,4,Buena ruta en general. puntos de interés fascinantes. Solo un punto de interés estaba en renovación.,
2019-05-17,Hotel,GreenLake Platinum Heritage Inn,3,"Experiencia promedio. excelente ubicación, pero habitaciones sucias.",
2020-06-23,Servicio,Familia Múgica S.L. Transporte,2,Mi experiencia con **Familia Múgica S.L. Transporte** fue bastante decepcionante. En cuanto a la **eficiencia** el servicio dejó mucho que desear. Contraté su transporte para una mudanza y llegaron con más de dos horas de retraso lo que afectó toda la logística del día. Además el proceso de carga y descarga fue lento y desorganizado lo que me hizo perder aún más tiempo. En cuanto a la **actitud del personal** no fue la mejor. Los empleados parecían poco motivados y no mostraron interés en resolver algunos problemas que surgieron durante el traslado. Uno de ellos incluso se mostró algo grosero cuando le pedí que tuviera más cuidado con algunos muebles frágiles. No es la atención que uno espera cuando contrata un servicio profesional. Sobre la **profesionalidad** también hubo,
2022-05-07,Servicio,Comercializadora Donoso & Asociados S.A. Transporte,5,¡Servicio excelente! personal atento. servicio rápido. Volveré sin duda.,
2019-03-23,Ruta,Alletra City - GreenLake Shores,4,¡¡¡QUÉ EXPERIENCIA INCREÍBLE LA RUTA 'ALLETRA CITY - GREENLAKE SHORES'!!! 🌟🌟🌟🌟 ¡Le doy 4/5 estrellas porque fue ABSOLUTAMENTE ESPECTACULAR pero hay un par de detalles que podrían mejorar! 😊 ¡La ACCESIBILIDAD es de PRIMER NIVEL! 🚗✨ Todo está bien señalizado y hay estacionamientos amplios cerca de los puntos clave. Además el camino es perfecto para familias y personas con movilidad reducida ¡incluso hay rampas y áreas de descanso! ¡GENIAL! 👏 ¡Y EL PAISAJE... WOW! 😍🌿 Desde Alletra City hasta GreenLake Shores cada kilómetro es una POSTAL VIVA. Los bosques las colinas y por supuesto el LAGO VER,
2023-07-28,Servicio,Perea y Ríos S.L.N.E Tienda,5,¡Qué experiencia tan increíble en *Perea y Ríos S.L.N.E Tienda*! Desde el primer momento me sorprendió lo **accesible** que es todo. La tienda está muy bien ubicada con un estacionamiento amplio y rampas para personas con movilidad reducida lo cual se agradece mucho. Además el personal fue súper atento y amable siempre dispuesto a ayudar sin hacerme sentir apurado. En cuanto al **valor** debo decir que los precios son más que justos para la calidad que ofrecen. Compré un par de artículos para mi hogar y quedé impresionado con la relación calidad-precio. ¡Incluso me hicieron un pequeño descuento por ser mi primera compra! Un detalle que me encantó fue que me explicaron cómo cuidar los productos para que duren más algo que no todas las tiendas hacen. Definitivamente volveré y recomendaré *Perea y Ríos S.L.N.E Tienda* a todos mis conocidos. ¡5/5 estrellas sin duda! 👏✨,
2021-07-26,Ruta,ProLiant Village - Aruba Central,5,¡Ruta espectacular! puntos de interés fascinantes. puntos de interés fascinantes. Imprescindible.,
2020-10-06,Ruta,Apollo Heights - ProLiant Village,2,Ruta poco interesante. guía poco informado. Esperaba más.,
2022-01-17,Ruta,Simplivity Springs - Nimble Peak,2,Por debajo de las expectativas. puntos de interés cerrados. Hay mejores opciones.,
2019-07-19,Hotel,GreenLake Digital Business Suites,5,Excelente hotel. excelente ubicación. personal amable. ¡Volveré seguro!,
2024-05-12,Ruta,Nimble Peak - GreenLake Shores,5,¡Ruta espectacular! guía muy informativo. puntos de interés fascinantes. Imprescindible.,
2021-09-05,Ruta,HPE Innovation Hub - Apollo Heights,2,Por debajo de las expectativas. guía poco informado. Hay mejores opciones.,
2020-02-08,Servicio,Pancho Mayoral Goñi S.A.T. Transporte,4,Experiencia agradable. instalaciones impecables. Recomendable.,
2020-06-28,Servicio,Sola y asociados S.Com. Restaurante,4,Experiencia agradable. gran variedad de opciones. Recomendable.,
2023-02-11,Servicio,Familia Barrera S.Com. Restaurante,5,¡Servicio excelente! excelente relación calidad-precio. gran variedad de opciones. Volveré sin duda.,
2019-03-24,Ruta,Alletra City - GreenLake Shores,3,¡WOW QUÉ RUTA MÁS INTERESANTE PERO CON SUS ALTIBAJOS! 😃✨ La ruta 'Alletra City - GreenLake Shores' tiene unos PAISAJES INCREÍBLES especialmente cuando llegas al lago y ves el agua cristalina reflejando las montañas al fondo... ¡ESTO ES PARA FOTOS DE POSTAL! 📸🌄 Sin embargo la DIFICULTAD es un poco ENGORROSA sobre todo en la parte final donde hay un ascenso empinado que te deja SIN ALIENTO. 😅💦 En mi caso me sorprendió ver un grupo de,
2023-08-22,Ruta,HPE Innovation Hub - Simplivity Springs,5,Experiencia inolvidable. puntos de interés fascinantes. Lo mejor: puntos de interés fascinantes.,
2023-11-08,Servicio,Caballero y Palomar S.L.L. Museo,5,Experiencia increíble. excelente relación calidad-precio. Lo mejor: gran variedad de opciones.,
2020-02-06,Hotel,Apollo Diamond Suites,4,Buena estancia en general. habitaciones cómodas. Solo el wifi era un poco lento.,
2023-04-17,Ruta,Alletra City - GreenLake Shores,3,"Experiencia promedio. puntos de interés fascinantes, aunque puntos de interés cerrados.",
2022-03-05,Hotel,Cray Villas,2,Mi experiencia en Cray Villas fue bastante decepcionante. En cuanto a la comodidad la cama era incómoda y las almohadas demasiado planas lo que hizo que descansar fuera difícil. Además el aire acondicionado hacía un ruido constante que interrumpía el sueño. El personal aunque amable en apariencia no parecía estar bien organizado. Tuve que esperar más de una hora para que arreglaran una fuga en el baño y cuando finalmente llegaron la solución fue temporal. La limpieza dejó mucho que desear. Encontré manchas en las sábanas y el piso del baño tenía restos de cabello que claramente no habían sido limpiados desde la estancia anterior. El valor por el precio pagado no se justifica en absoluto. Por ejemplo el desayuno inclu,
2021-11-25,Hotel,Cray Villas,4,Mi estancia en Cray Villas fue una experiencia muy agradable y relajante. Desde el momento en que llegué me impresionó la limpieza impecable de todo el lugar. Las habitaciones y las áreas comunes estaban impecables lo que me hizo sentir cómodo y seguro durante toda mi estancia. La decoración es moderna y elegante con toques que le dan un ambiente acogedor y sofisticado. Me encantaron los detalles en los muebles y los colores cálidos que creaban un ambiente relajante. En cuanto al tamaño de la habitación fue más que suficiente para dos personas. Tenía un espacio amplio con una cama cómoda y un baño espacioso. Además contaba con una pequeña terraza con vistas al jardín que fue perfecta para disfrutar de las mañanas con un café. En relación al valor,
2020-12-07,Ruta,Ezmeral Valley - Alletra City,3,"Ruta aceptable. transporte cómodo, pero demasiado larga.",
2022-11-25,Ruta,Alletra City - Composable Cloud,4,I recently had the pleasure of experiencing the 'Alletra City - Composable Cloud' tourist route and it was a delightful adventure overall! The scenery was absolutely breathtaking—rolling hills vibrant wildflowers and the iconic Composable Cloud formations in the distance made for some unforgettable photo opportunities. The route took about 4 hours to complete which felt just right—not too short to feel rushed but not so long that it became exhausting. One thing to note is that the trail can get a bit crowded especially during peak hours. I went mid-morning and while it wasn’t overwhelming there were moments when I wished for a bit more solitude. That said the atmosphere was friendly and I ended up chatting with a fellow traveler named Sarah who shared some great tips about the best spots to pause and take in the views. Accessibility was decent though there were a few steep sections that might be challenging for those with mobility issues. If you’re,
2024-01-16,Servicio,Familia Mir S.A. Museo,5,Experiencia increíble. personal atento. Lo mejor: personal atento.,
2024-06-02,Servicio,Soluciones Torralba S.Coop. Tour Guiado,5,¡¡¡QUÉ EXPERIENCIA INCREÍBLE CON SOLUCIONES TORRALBA S.COOP. TOUR GUIADO!!! ¡¡¡5 ESTRELLAS NO SON SUFICIENTES PARA DESCRIBIR LO MARAVILLOSO QUE FUE TODO!!! Desde el primer momento la COMUNICACIÓN fue IMPECABLE. Respondieron a todas mis preguntas de manera rápida clara y con una amabilidad que se nota que les apasiona lo que hacen. ¡Me sentí super bien atendido desde el principio hasta el final! El VALOR que ofrecen es INCREÍBLE. Por el precio que pagas recibes un servicio de PRIMERA CALIDAD. El tour fue súper completo con guías expertos que conocen cada detalle y te hacen sentir como si estuvieras viviendo la historia en primera persona. ¡Además incluyeron detalles que no esperaba como una pequeña degustación de productos locales que fue el toque perfecto para la experiencia! Un detalle específico que me encantó fue cuando el guía Juan nos contó una anécdota histórica sobre un lugar que parecía común pero que cobró vida con su narración. ¡Fue como viajar en el tiempo! ¡Inolvidable! Mi consejo para otros clientes es: ¡NO LO,
2020-04-19,Ruta,HPE Innovation Hub - Alletra City,5,Experiencia inolvidable. bien organizada. Lo mejor: guía muy informativo.,
2024-01-11,Ruta,Aruba Central - ProLiant Village,4,Ruta recomendable. guía muy informativo. Disfrutamos mucho.,
2021-08-30,Hotel,dHCI Platinum Beach Resort,3,"Experiencia promedio. instalaciones modernas, pero mala ubicación.",
2023-05-26,Hotel,Alletra Boutique Hotel,4,Experiencia agradable. habitaciones cómodas. Recomendable.,
2023-05-13,Ruta,Nimble Peak - Aruba Central,5,Experiencia inolvidable. puntos de interés fascinantes. Lo mejor: guía muy informativo.,
2019-07-28,Servicio,Instalaciones Española S.L.L. Restaurante,2,**Reseña de Instalaciones Española S.L.L. Restaurante - 2/5 estrellas** Mi experiencia en Instalaciones Española S.L.L. Restaurante fue bastante decepcionante especialmente en lo que respecta a la comunicación y el tiempo de espera. Desde el principio noté que el personal no estaba muy atento a las necesidades de los clientes. Al llegar intenté hacer varias preguntas sobre el menú pero el camarero parecía apurado y no brindó respuestas claras lo que generó confusión. El tiempo de espera fue excesivo. Pedimos unos platos principales que según nos dijeron estarían listos en 20 minutos pero terminamos esperando más de 45 minutos sin ninguna explicación ni disculpa por parte del personal. Para colmo cuando finalmente llegó la comida uno de los platos,
2022-10-06,Ruta,Ezmeral Valley - Simplivity Springs,3,"Ruta aceptable. puntos de interés fascinantes, pero puntos de interés cerrados.",
2021-09-13,Servicio,Grupo Pascual S.Com. Restaurante,2,Bastante decepcionante. falta de opciones. Esperaba más.,
2022-08-10,Hotel,ProLiant Haven,5,Excelente hotel. excelente ubicación. habitaciones cómodas. ¡Volveré seguro!,
2021-09-28,Ruta,Nimble Peak - Alletra City,3,"Experiencia promedio. bien organizada, aunque puntos de interés cerrados.",
2021-10-25,Hotel,Pointnext Signature Residences & Suites,4,Experiencia agradable. habitaciones cómodas. Recomendable.,
2023-08-10,Servicio,Sola y asociados S.Com. Restaurante,2,Bastante decepcionante. mala relación calidad-precio. Esperaba más.,
2022-10-08,Ruta,Ezmeral Valley - Composable Cloud,5,⭐️⭐️⭐️⭐️⭐️ 5/5 - A Breathtaking Journey Through Ezmeral Valley - Composable Cloud My recent trip along the Ezmeral Valley - Composable Cloud route was nothing short of magical! From start to finish this experience exceeded all my expectations. Let me break it down for you: **Accessibility**: The route is incredibly well-organized and easy to navigate. Whether you're a seasoned hiker or a casual traveler there are options for everyone. The trailheads are clearly marked and the paths are well-maintained making it accessible for all fitness levels. I was particularly impressed by the shuttle service that runs between key points—it made getting around a breeze! **Scenery**: Oh the views! Ezmeral Valley is a paradise for nature lovers. The lush greenery crystal-clear streams and towering mountains create a postcard-perfect landscape at every turn. The highlight for me was reaching the 'Composable Cloud' viewpoint where the clouds seemed to dance around the peaks creating an ethereal almost otherworldly atmosphere. I spent nearly an hour just soaking it all in—it’s a memory I’ll cherish forever. **Crowds**: Despite its popularity the route never felt overcrowded. The timing of my visit (early morning) helped but even as the day progressed the trails were spacious enough to enjoy without feeling rushed or cramped. It’s,
2023-05-17,Ruta,Alletra City - ProLiant Village,4,Ruta recomendable. vistas impresionantes. Disfrutamos mucho.,
2023-03-04,Hotel,Alletra Haven,4,Experiencia agradable. instalaciones modernas. Recomendable.,
2019-05-19,Ruta,ProLiant Village - Apollo Heights,3,"Experiencia promedio. vistas impresionantes, aunque mal organizada.",
2023-10-02,Ruta,Nimble Peak - GreenLake Shores,4,[Error: Could not generate text due to API failure],
2023-03-06,Hotel,Cray Villas,3,"Experiencia promedio. instalaciones modernas, pero personal poco amable.",
2020-06-29,Ruta,HPE Innovation Hub - Apollo Heights,3,El recorrido turístico 'HPE Innovation Hub - Apollo Heights' es una experiencia interesante pero con aspectos que podrían mejorar. En cuanto a la seguridad el lugar se siente bastante protegido con personal visible y áreas bien iluminadas lo que genera tranquilidad para los visitantes. Sin embargo noté que algunas zonas del recorrido estaban un poco descuidadas con cables sueltos y señalización poco clara lo que podría representar un riesgo menor si no se presta atención. En cuanto a la dificultad el trayecto es accesible para la mayoría de las personas ya que no implica grandes esfuerzos físicos. Aunque hay algunas subidas l,
2019-04-02,Hotel,Apollo Diamond Suites,4,Buena estancia en general. personal amable. Solo el wifi era un poco lento.,
2024-11-04,Ruta,ProLiant Village - Aruba Central,4,[Error: Could not generate text due to API failure],
2022-02-25,Hotel,ProLiant Haven,3,"Experiencia promedio. instalaciones modernas, pero desayuno de baja calidad.",
2024-05-28,Hotel,Alletra Diamond Grand Hotel,5,Excelente hotel. desayuno delicioso. instalaciones modernas. ¡Volveré seguro!,
2024-11-19,Hotel,Apollo Resort & Spa,4,Buena estancia en general. habitaciones cómodas. Solo el check-out podría ser más tarde.,
2023-03-25,Ruta,ProLiant Village - GreenLake Shores,5,Experiencia inolvidable. transporte cómodo. Lo mejor: puntos de interés fascinantes.,
2019-11-02,Ruta,HPE Innovation Hub - Aruba Central,4,Buena ruta en general. transporte cómodo. Solo el tiempo de descanso fue corto.,
2022-07-24,Hotel,InfoSight Boutique Hotel,5,Experiencia increíble. instalaciones modernas. Lo mejor: instalaciones modernas.,
2024-02-11,Ruta,GreenLake Shores - Alletra City,3,"Experiencia promedio. guía muy informativo, aunque mal organizada.",
2020-03-24,Ruta,Nimble Peak - HPE Innovation Hub,3,"Ruta aceptable. guía muy informativo, pero demasiado larga.",
2024-06-11,Servicio,Salmerón y Cuenca S.L. Parque,5,Experiencia increíble. instalaciones impecables. Lo mejor: servicio rápido.,
2022-06-03,Ruta,Ezmeral Valley - Alletra City,5,Experiencia inolvidable. puntos de interés fascinantes. Lo mejor: puntos de interés fascinantes.,
2019-08-15,Servicio,Dionisio Huguet Gomila S.A. Tour Guiado,3,"Experiencia promedio. instalaciones impecables, aunque falta de opciones.",
2023-01-19,Servicio,López & Asociados S.Com. Atracción,4,VAI QUÈ EXPERIÈNCIA MÉS INCREDIBLE AMB **LÓPEZ & ASSOCIATS S.COM. ATRACCIÓ**!!!!!! 🤩✨ JA NO PODRIA ESTAR MÉS CONTENTA AMB EL SEU SERVEI!!! VAN RESOLDRE EL MEU PROBLEMA DE MANERA RÀPIDA I EFICIENT I LA QUALITAT DEL SEU TREBALL ÉS SIMPLEMENT EXCEPCIONAL!!!!!! 💯🔥 EL QUE MÉS M’HA IMPRESSIONAT ÉS COM VAN GESTIONAR UN ASSUMTPE COMPLICAT QUE TENIA AMB UNA EMPRESA PROVEÏDORA!!! 🚀 VAN ACTUAR AMB MOLTA PROFESSIONALITAT I GRÀCIES AL SEU ESFORÇ VAIG OBTENIR UNA SOLUCIÓ QUE SUPERAVA,
2021-07-17,Servicio,Banco Camps y asociados S.Com. Tienda,1,1/5 stars – Absolutely disappointing and frustrating experience with Banco Camps y Asociados S.Com. Tienda! I cannot believe the lack of value and professionalism I encountered during my visit. The facilities were outdated and poorly maintained making the entire experience feel like a chore rather than a service. The staff seemed disinterested and unhelpful which only added to my frustration. When I raised an issue about a transaction error the problem resolution process was a complete nightmare! Instead of addressing my concern promptly I was passed from one person to another each one more clueless than the last. It took hours just to get a vague response and even then nothing was resolved! How is this acceptable for a financial institution? To other customers: think twice before using this service! If you value your time and expect even a basic level of professionalism look elsewhere. This place is a waste of time and energy. I left feeling more stressed than when I arrived and I will never return. Banco Camps y Asociados S.Com. Tienda needs a complete overhaul in both their customer service and operational standards. Avoid at all costs!,
2023-03-08,Ruta,Composable Cloud - Apollo Heights,3,"Ruta aceptable. transporte cómodo, pero mal organizada.",
2021-05-29,Hotel,Apollo Executive Beach Resort,5,Experiencia increíble. desayuno delicioso. Lo mejor: excelente ubicación.,
2020-05-01,Hotel,Apollo Diamond Suites,4,[Error: Could not generate text due to API failure],
2019-06-25,Ruta,ProLiant Village - Aruba Central,1,Ruta decepcionante. guía poco informado. No la recomiendo.,
2024-09-10,Hotel,Alletra Haven,3,"Experiencia promedio. personal amable, pero mala ubicación.",
2024-01-15,Servicio,Farmaceútica Vera & Asociados S.L.N.E Tienda,3,"Experiencia promedio. instalaciones impecables, aunque mala relación calidad-precio.",
2019-12-17,Ruta,Nimble Peak - GreenLake Shores,3,"Ruta aceptable. bien organizada, pero puntos de interés cerrados.",
2022-05-07,Hotel,dHCI Platinum Beach Resort,5,¡Qué puedo decir del dHCI Platinum Beach Resort! ¡Es un lugar increíble pero déjame contarte todo con detalle porque aunque me encantó hay cosas que me sacaron un poco de quicio! Primero la decoración… ¡Dios mío! Es impresionante elegante y moderna pero a veces sentí que era *demasiado* perfecta ¿saben? Todo estaba tan impecable que casi daba miedo tocar algo. Las habitaciones son espaciosas y tienen un estilo minimalista que te hace sentir como en una revista de diseño pero ¡por favor! ¿quién pone una lámpara tan alta que ni con una escalera la alcanzas? ¡En serio! Aunque bueno eso no le quita mérito a lo hermoso que es todo. El desayuno… ¡Ay el desayuno! ¡Era una delicia! Tenían de todo: frutas frescas jugos naturales panes recién horneados y opciones locales que eran para chuparse los dedos. Pero ¿por qué siempre había una fila eterna para los huevos al gusto? ¡Eso me sacó de mis casillas! Aunque una vez que los probé entendí por qué la gente hacía cola. ¡Valió la pena la esper,
2021-04-19,Ruta,Composable Cloud - Nimble Peak,3,La ruta turística 'Composable Cloud - Nimble Peak' es una experiencia mixta. En cuanto a seguridad me sentí bastante cómodo aunque algunos tramos del sendero estaban un poco resbaladizos debido a la lluvia reciente. Recomiendo llevar calzado adecuado. Las atracciones son interesantes especialmente las vistas panorámicas desde Nimble Peak que son impresionantes al amanecer. Sin embargo el recorrido carece de variedad en puntos de interés lo que puede hacerlo monótono después de un tiempo. La señalización es un punto débil: en varias ocasiones me perdí porque los letreros eran conf,
2024-10-20,Hotel,Aruba Luxury Lodge,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2022-01-07,Hotel,Cray Villas,3,"Aceptable, pero con margen de mejora. desayuno de baja calidad.",
2019-08-12,Ruta,Alletra City - ProLiant Village,3,"Ruta aceptable. vistas impresionantes, pero guía poco informado.",
2019-10-11,Ruta,HPE Innovation Hub - Aruba Central,5,¡Ruta espectacular! bien organizada. vistas impresionantes. Imprescindible.,
2023-03-27,Servicio,Dionisio Huguet Gomila S.A. Tour Guiado,2,Bastante decepcionante. personal poco profesional. Esperaba más.,
